customer_id,txn_date,spend_category,amount
CUST-200011,2026-06-02,Utilities,608.04
CUST-200011,2026-06-05,Utilities,455.2
CUST-200011,2026-03-19,Office Supplies,239.17
CUST-200011,2026-04-16,Software & SaaS,365.79
CUST-200011,2026-03-05,Office Supplies,143.19
CUST-200011,2026-08-14,Software & SaaS,381.86
CUST-200011,2026-07-26,Raw Materials,499.03
CUST-200011,2026-03-21,Professional Fees,486.49
CUST-200011,2026-08-19,Raw Materials,136.08
CUST-200011,2026-08-02,Software & SaaS,941.53
CUST-200011,2026-03-21,Meetings & Events,146.7
CUST-200011,2026-03-05,Software & SaaS,317.32
CUST-200011,2026-06-27,Travel,771.21
CUST-200011,2026-07-29,Utilities,173.79
CUST-200012,2026-08-24,Professional Fees,93.06
CUST-200012,2026-08-26,Raw Materials,385.52
CUST-200012,2026-08-01,Office Supplies,190.45
CUST-200012,2026-04-25,Raw Materials,891.13
CUST-200012,2026-05-31,Professional Fees,593.16
CUST-200012,2026-08-09,Raw Materials,439.81
CUST-200012,2026-06-05,Software & SaaS,451.6
CUST-200012,2026-05-14,Raw Materials,303.96
CUST-200012,2026-07-06,Software & SaaS,451.82
CUST-200012,2026-05-27,Software & SaaS,206.53
CUST-200012,2026-08-02,Utilities,349.77
CUST-200012,2026-05-12,Fuel & Fleet,439.65
CUST-200012,2026-08-06,Raw Materials,102.58
CUST-200012,2026-04-21,Meetings & Events,489.85
CUST-200012,2026-06-07,Office Supplies,601.29
CUST-200012,2026-08-01,Professional Fees,161.1
CUST-200012,2026-06-15,Software & SaaS,613.76
CUST-200012,2026-08-25,Professional Fees,424.06
CUST-200012,2026-03-27,Meetings & Events,311.06
CUST-200012,2026-06-29,Travel,474.68
CUST-200012,2026-05-18,Professional Fees,96.26
CUST-200012,2026-05-21,Software & SaaS,795.69
CUST-200013,2026-04-01,Professional Fees,333.47
CUST-200013,2026-08-12,Professional Fees,249.88
CUST-200013,2026-05-11,Raw Materials,690.38
CUST-200013,2026-08-23,Raw Materials,535.64
CUST-200013,2026-08-03,Utilities,824.68
CUST-200013,2026-03-17,Travel,106.07
CUST-200013,2026-07-09,Raw Materials,857.5
CUST-200013,2026-06-22,Office Supplies,377.43
CUST-200013,2026-05-13,Travel,941.89
CUST-200013,2026-08-22,Fuel & Fleet,180.92
CUST-200013,2026-06-15,Professional Fees,451.18
CUST-200013,2026-08-24,Meetings & Events,552.83
CUST-200013,2026-07-19,Utilities,206.19
CUST-200013,2026-03-20,Professional Fees,597.82
CUST-200013,2026-05-20,Utilities,296.57
CUST-200013,2026-08-27,Software & SaaS,895.67
CUST-200013,2026-03-23,Meetings & Events,53.9
CUST-200013,2026-05-04,Raw Materials,427.0
CUST-200013,2026-08-25,Fuel & Fleet,196.24
CUST-200013,2026-03-30,Office Supplies,474.48
CUST-200013,2026-07-13,Travel,454.31
CUST-200013,2026-06-05,Utilities,332.59
CUST-200013,2026-06-28,Software & SaaS,463.71
CUST-200013,2026-06-19,Professional Fees,614.35
CUST-200013,2026-06-26,Office Supplies,553.41
CUST-200013,2026-07-23,Software & SaaS,168.65
CUST-200013,2026-04-27,Meetings & Events,183.35
CUST-200013,2026-07-15,Meetings & Events,577.66
CUST-200013,2026-04-03,Utilities,135.25
CUST-200014,2026-03-01,Professional Fees,764.2
CUST-200014,2026-06-19,Office Supplies,150.7
CUST-200014,2026-08-17,Travel,98.93
CUST-200014,2026-07-08,Fuel & Fleet,351.28
CUST-200014,2026-03-05,Meetings & Events,47.94
CUST-200014,2026-08-24,Software & SaaS,400.7
CUST-200014,2026-03-19,Travel,419.7
CUST-200014,2026-03-01,Meetings & Events,297.21
CUST-200014,2026-08-26,Office Supplies,431.83
CUST-200014,2026-07-04,Professional Fees,422.93
CUST-200014,2026-07-18,Utilities,823.76
CUST-200014,2026-07-21,Raw Materials,56.5
CUST-200014,2026-04-03,Fuel & Fleet,154.11
CUST-200014,2026-04-13,Meetings & Events,285.83
CUST-200014,2026-05-10,Raw Materials,888.89
CUST-200014,2026-06-21,Utilities,393.66
CUST-200014,2026-03-05,Professional Fees,250.77
CUST-200014,2026-06-04,Software & SaaS,95.3
CUST-200014,2026-08-07,Meetings & Events,244.89
CUST-200014,2026-06-19,Fuel & Fleet,278.86
CUST-200014,2026-07-09,Meetings & Events,1220.91
CUST-200014,2026-07-02,Meetings & Events,160.47
CUST-200014,2026-08-25,Utilities,411.34
CUST-200014,2026-04-21,Travel,190.34
CUST-200014,2026-07-25,Raw Materials,580.41
CUST-200014,2026-05-17,Meetings & Events,139.66
CUST-200015,2026-08-23,Travel,534.0
CUST-200015,2026-05-16,Travel,421.15
CUST-200015,2026-06-05,Professional Fees,701.84
CUST-200015,2026-08-06,Fuel & Fleet,628.21
CUST-200015,2026-07-01,Meetings & Events,250.99
CUST-200015,2026-07-01,Software & SaaS,881.3
CUST-200015,2026-08-13,Fuel & Fleet,805.87
CUST-200015,2026-08-20,Software & SaaS,369.18
CUST-200015,2026-04-28,Software & SaaS,122.18
CUST-200015,2026-03-10,Meetings & Events,253.14
CUST-200015,2026-04-21,Software & SaaS,66.95
CUST-200015,2026-07-17,Office Supplies,397.95
CUST-200016,2026-04-09,Fuel & Fleet,331.0
CUST-200016,2026-08-11,Raw Materials,787.83
CUST-200016,2026-05-20,Professional Fees,485.07
CUST-200016,2026-07-02,Travel,224.09
CUST-200016,2026-05-01,Software & SaaS,511.31
CUST-200016,2026-06-09,Meetings & Events,280.68
CUST-200016,2026-03-04,Office Supplies,868.13
CUST-200016,2026-06-18,Travel,386.74
CUST-200016,2026-04-07,Professional Fees,1026.42
CUST-200016,2026-03-29,Office Supplies,75.59
CUST-200016,2026-04-24,Professional Fees,1092.69
CUST-200016,2026-07-17,Travel,415.5
CUST-200016,2026-05-20,Raw Materials,323.51
CUST-200016,2026-03-27,Travel,622.64
CUST-200016,2026-06-10,Office Supplies,481.46
CUST-200016,2026-05-05,Professional Fees,412.36
CUST-200016,2026-05-20,Raw Materials,534.1
CUST-200016,2026-08-10,Software & SaaS,161.78
CUST-200016,2026-07-22,Utilities,445.74
CUST-200016,2026-07-05,Software & SaaS,75.47
CUST-200016,2026-04-11,Raw Materials,582.44
CUST-200016,2026-08-14,Fuel & Fleet,84.76
CUST-200017,2026-07-19,Professional Fees,193.0
CUST-200017,2026-06-10,Professional Fees,516.89
CUST-200017,2026-05-31,Travel,401.92
CUST-200017,2026-03-09,Office Supplies,858.72
CUST-200017,2026-05-25,Professional Fees,762.15
CUST-200017,2026-03-19,Professional Fees,158.34
CUST-200017,2026-04-10,Raw Materials,90.54
CUST-200017,2026-04-16,Raw Materials,528.91
CUST-200017,2026-08-05,Travel,321.2
CUST-200017,2026-07-14,Raw Materials,630.34
CUST-200017,2026-04-22,Utilities,792.94
CUST-200017,2026-08-22,Raw Materials,420.83
CUST-200017,2026-06-14,Professional Fees,616.86
CUST-200017,2026-05-22,Travel,116.78
CUST-200017,2026-06-29,Office Supplies,440.01
CUST-200017,2026-07-01,Raw Materials,143.17
CUST-200017,2026-04-15,Office Supplies,647.83
CUST-200017,2026-08-22,Raw Materials,275.07
CUST-200017,2026-04-02,Fuel & Fleet,78.66
CUST-200017,2026-07-15,Professional Fees,129.0
CUST-200017,2026-04-16,Utilities,268.01
CUST-200017,2026-06-22,Office Supplies,531.78
CUST-200017,2026-08-14,Meetings & Events,162.69
CUST-200017,2026-05-02,Office Supplies,421.28
CUST-200017,2026-05-09,Meetings & Events,541.99
CUST-200017,2026-03-25,Software & SaaS,783.81
CUST-200017,2026-05-26,Fuel & Fleet,381.84
CUST-200018,2026-05-04,Office Supplies,296.57
CUST-200018,2026-07-15,Utilities,129.82
CUST-200018,2026-08-10,Travel,574.8
CUST-200018,2026-08-07,Meetings & Events,1173.72
CUST-200018,2026-04-18,Office Supplies,540.71
CUST-200018,2026-04-22,Raw Materials,513.97
CUST-200018,2026-04-25,Travel,193.69
CUST-200018,2026-07-08,Software & SaaS,727.07
CUST-200018,2026-05-03,Travel,213.82
CUST-200018,2026-06-19,Raw Materials,294.13
CUST-200018,2026-07-11,Raw Materials,331.07
CUST-200018,2026-06-27,Utilities,398.4
CUST-200018,2026-07-14,Professional Fees,296.53
CUST-200018,2026-04-21,Meetings & Events,20.88
CUST-200018,2026-04-10,Travel,356.8
CUST-200018,2026-07-23,Utilities,253.65
CUST-200019,2026-08-07,Office Supplies,84.36
CUST-200019,2026-05-18,Fuel & Fleet,436.29
CUST-200019,2026-06-30,Professional Fees,282.03
CUST-200019,2026-06-26,Office Supplies,123.01
CUST-200019,2026-05-24,Professional Fees,116.25
CUST-200019,2026-07-22,Meetings & Events,616.7
CUST-200019,2026-06-03,Fuel & Fleet,227.03
CUST-200019,2026-07-14,Software & SaaS,188.09
CUST-200019,2026-04-21,Utilities,671.48
CUST-200019,2026-05-15,Fuel & Fleet,69.82
CUST-200019,2026-04-14,Utilities,143.71
CUST-200019,2026-04-01,Utilities,123.72
CUST-200019,2026-06-24,Professional Fees,217.45
CUST-200019,2026-04-23,Utilities,314.79
CUST-200019,2026-05-04,Professional Fees,315.19
CUST-200020,2026-06-11,Utilities,139.61
CUST-200020,2026-05-03,Travel,534.78
CUST-200020,2026-03-22,Office Supplies,204.84
CUST-200020,2026-07-31,Travel,756.18
CUST-200020,2026-03-09,Professional Fees,312.79
CUST-200020,2026-05-18,Software & SaaS,278.46
CUST-200020,2026-05-12,Raw Materials,275.63
CUST-200020,2026-04-29,Software & SaaS,191.2
CUST-200020,2026-05-24,Utilities,123.4
CUST-200020,2026-04-30,Professional Fees,449.27
CUST-200020,2026-05-04,Utilities,318.2
CUST-200020,2026-05-11,Raw Materials,92.66
CUST-200020,2026-05-30,Utilities,377.33
CUST-200020,2026-07-17,Raw Materials,478.16
CUST-200020,2026-05-19,Software & SaaS,350.58
CUST-200020,2026-03-16,Software & SaaS,82.34
CUST-200021,2026-07-18,Utilities,241.33
CUST-200021,2026-06-19,Office Supplies,295.48
CUST-200021,2026-06-04,Utilities,262.36
CUST-200021,2026-08-11,Meetings & Events,413.0
CUST-200021,2026-04-29,Professional Fees,139.24
CUST-200021,2026-06-27,Office Supplies,221.4
CUST-200021,2026-05-01,Meetings & Events,262.85
CUST-200021,2026-03-19,Professional Fees,255.22
CUST-200021,2026-05-04,Raw Materials,136.56
CUST-200021,2026-07-16,Utilities,531.01
CUST-200021,2026-03-09,Software & SaaS,501.1
CUST-200021,2026-06-08,Fuel & Fleet,639.22
CUST-200021,2026-04-29,Raw Materials,132.19
CUST-200021,2026-06-29,Professional Fees,421.74
CUST-200021,2026-07-11,Meetings & Events,595.56
CUST-200021,2026-03-02,Fuel & Fleet,131.37
CUST-200021,2026-03-17,Software & SaaS,268.21
CUST-200021,2026-08-21,Fuel & Fleet,80.28
CUST-200021,2026-08-02,Software & SaaS,467.81
CUST-200021,2026-05-13,Office Supplies,127.85
CUST-200022,2026-07-30,Raw Materials,440.84
CUST-200022,2026-08-08,Meetings & Events,408.74
CUST-200022,2026-07-26,Software & SaaS,11.63
CUST-200022,2026-06-22,Office Supplies,148.05
CUST-200022,2026-03-20,Meetings & Events,263.34
CUST-200022,2026-08-14,Raw Materials,613.84
CUST-200022,2026-07-25,Fuel & Fleet,292.41
CUST-200022,2026-07-09,Travel,74.9
CUST-200022,2026-04-29,Utilities,510.95
CUST-200022,2026-04-13,Software & SaaS,400.44
CUST-200022,2026-04-19,Software & SaaS,228.19
CUST-200022,2026-03-20,Professional Fees,337.41
CUST-200022,2026-03-14,Software & SaaS,275.01
CUST-200022,2026-06-23,Fuel & Fleet,164.2
CUST-200022,2026-06-29,Utilities,56.52
CUST-200022,2026-07-16,Office Supplies,329.28
CUST-200023,2026-05-16,Utilities,796.18
CUST-200023,2026-04-28,Raw Materials,461.92
CUST-200023,2026-08-16,Utilities,226.27
CUST-200023,2026-04-05,Meetings & Events,233.34
CUST-200023,2026-07-21,Utilities,147.48
CUST-200023,2026-08-03,Office Supplies,363.08
CUST-200023,2026-08-19,Fuel & Fleet,1089.44
CUST-200023,2026-05-11,Meetings & Events,267.67
CUST-200023,2026-05-24,Office Supplies,402.14
CUST-200023,2026-04-24,Software & SaaS,200.24
CUST-200023,2026-07-24,Utilities,164.54
CUST-200023,2026-03-11,Meetings & Events,306.75
CUST-200023,2026-06-23,Software & SaaS,230.36
CUST-200024,2026-06-09,Fuel & Fleet,748.88
CUST-200024,2026-07-17,Fuel & Fleet,104.3
CUST-200024,2026-08-19,Software & SaaS,547.32
CUST-200024,2026-03-28,Fuel & Fleet,154.99
CUST-200024,2026-04-29,Travel,305.09
CUST-200024,2026-07-23,Fuel & Fleet,228.32
CUST-200024,2026-07-01,Raw Materials,268.89
CUST-200024,2026-08-20,Raw Materials,538.9
CUST-200024,2026-07-19,Professional Fees,319.21
CUST-200024,2026-06-03,Raw Materials,214.68
CUST-200024,2026-06-16,Software & SaaS,223.92
CUST-200024,2026-05-09,Office Supplies,243.44
CUST-200024,2026-04-21,Utilities,276.47
CUST-200024,2026-07-29,Fuel & Fleet,67.49
CUST-200024,2026-08-21,Raw Materials,403.19
CUST-200024,2026-04-25,Utilities,379.16
CUST-200024,2026-06-27,Utilities,127.57
CUST-200024,2026-03-13,Office Supplies,853.94
CUST-200025,2026-08-25,Raw Materials,139.84
CUST-200025,2026-08-20,Professional Fees,246.58
CUST-200025,2026-06-22,Professional Fees,741.09
CUST-200025,2026-08-03,Meetings & Events,115.13
CUST-200025,2026-07-31,Meetings & Events,435.36
CUST-200025,2026-06-19,Meetings & Events,541.1
CUST-200025,2026-04-23,Professional Fees,164.98
CUST-200025,2026-08-01,Raw Materials,170.32
CUST-200025,2026-06-13,Software & SaaS,412.67
CUST-200025,2026-08-19,Raw Materials,203.65
CUST-200025,2026-04-27,Office Supplies,297.12
CUST-200025,2026-06-25,Meetings & Events,173.82
CUST-200025,2026-06-11,Software & SaaS,729.87
CUST-200025,2026-04-12,Utilities,95.53
CUST-200025,2026-03-24,Software & SaaS,701.61
CUST-200025,2026-06-14,Raw Materials,205.88
CUST-200025,2026-06-24,Meetings & Events,475.2
CUST-200025,2026-08-24,Office Supplies,775.86
CUST-200025,2026-07-05,Meetings & Events,318.24
CUST-200025,2026-04-30,Fuel & Fleet,209.69
CUST-200025,2026-06-02,Software & SaaS,342.64
CUST-200025,2026-08-25,Software & SaaS,395.89
CUST-200025,2026-03-16,Utilities,532.81
CUST-200026,2026-08-04,Fuel & Fleet,1151.94
CUST-200026,2026-07-09,Software & SaaS,200.28
CUST-200026,2026-05-16,Fuel & Fleet,336.75
CUST-200026,2026-06-28,Utilities,83.94
CUST-200026,2026-07-10,Professional Fees,191.11
CUST-200026,2026-03-02,Office Supplies,15.66
CUST-200026,2026-03-25,Professional Fees,106.28
CUST-200026,2026-07-31,Raw Materials,527.33
CUST-200026,2026-05-25,Fuel & Fleet,436.62
CUST-200026,2026-04-19,Utilities,645.81
CUST-200026,2026-04-08,Office Supplies,200.52
CUST-200026,2026-03-14,Office Supplies,847.6
CUST-200026,2026-04-23,Meetings & Events,343.48
CUST-200026,2026-06-06,Fuel & Fleet,104.38
CUST-200026,2026-08-08,Office Supplies,316.45
CUST-200027,2026-04-11,Utilities,218.41
CUST-200027,2026-07-29,Professional Fees,273.22
CUST-200027,2026-05-08,Professional Fees,89.07
CUST-200027,2026-07-30,Software & SaaS,611.94
CUST-200027,2026-06-23,Fuel & Fleet,308.07
CUST-200027,2026-05-05,Travel,94.11
CUST-200027,2026-06-10,Fuel & Fleet,451.78
CUST-200027,2026-07-20,Raw Materials,84.95
CUST-200027,2026-06-15,Office Supplies,317.78
CUST-200027,2026-07-05,Software & SaaS,93.52
CUST-200027,2026-06-12,Utilities,185.9
CUST-200027,2026-03-24,Office Supplies,288.44
CUST-200027,2026-06-25,Raw Materials,523.43
CUST-200027,2026-05-24,Fuel & Fleet,173.89
CUST-200027,2026-05-10,Professional Fees,95.9
CUST-200028,2026-07-31,Meetings & Events,147.91
CUST-200028,2026-06-06,Fuel & Fleet,982.31
CUST-200028,2026-06-16,Meetings & Events,104.3
CUST-200028,2026-03-18,Professional Fees,215.49
CUST-200028,2026-06-24,Raw Materials,338.44
CUST-200028,2026-07-31,Utilities,479.16
CUST-200028,2026-07-04,Travel,308.91
CUST-200028,2026-08-25,Meetings & Events,456.14
CUST-200028,2026-07-10,Meetings & Events,1018.24
CUST-200028,2026-04-02,Travel,227.24
CUST-200028,2026-03-25,Fuel & Fleet,268.73
CUST-200028,2026-03-24,Software & SaaS,1176.7
CUST-200028,2026-07-09,Utilities,140.32
CUST-200028,2026-03-11,Meetings & Events,571.83
CUST-200028,2026-04-09,Raw Materials,329.68
CUST-200029,2026-03-08,Software & SaaS,893.75
CUST-200029,2026-08-18,Professional Fees,14.8
CUST-200029,2026-03-31,Software & SaaS,321.18
CUST-200029,2026-05-23,Utilities,756.62
CUST-200029,2026-08-21,Fuel & Fleet,444.97
CUST-200029,2026-03-26,Fuel & Fleet,240.81
CUST-200029,2026-06-08,Professional Fees,105.31
CUST-200029,2026-06-04,Raw Materials,277.95
CUST-200029,2026-08-13,Software & SaaS,811.94
CUST-200029,2026-06-05,Utilities,297.02
CUST-200029,2026-08-12,Professional Fees,249.14
CUST-200029,2026-07-02,Office Supplies,483.71
CUST-200029,2026-07-16,Meetings & Events,219.51
CUST-200029,2026-07-26,Utilities,408.65
CUST-200029,2026-06-12,Professional Fees,560.24
CUST-200029,2026-08-07,Utilities,284.18
CUST-200029,2026-03-29,Professional Fees,502.3
CUST-200029,2026-04-27,Meetings & Events,454.69
CUST-200029,2026-05-09,Utilities,543.06
CUST-200029,2026-07-08,Utilities,336.75
CUST-200029,2026-03-21,Professional Fees,158.39
CUST-200029,2026-05-15,Utilities,283.09
CUST-200029,2026-06-25,Meetings & Events,140.6
CUST-200029,2026-07-26,Professional Fees,371.98
CUST-200030,2026-06-06,Software & SaaS,65.86
CUST-200030,2026-07-11,Travel,359.68
CUST-200030,2026-06-09,Travel,734.14
CUST-200030,2026-04-11,Travel,185.72
CUST-200030,2026-04-01,Raw Materials,191.27
CUST-200030,2026-03-28,Office Supplies,200.09
CUST-200030,2026-03-02,Software & SaaS,425.07
CUST-200030,2026-05-15,Professional Fees,609.24
CUST-200030,2026-03-07,Software & SaaS,490.19
